,Unnamed: 0,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구,cluster
475,475,2110881,3585,2638,947,389,441,588,580,640,564,383,1075.0,,,,763,1747,2457,1098,,1013.0,978.0,835.0,542.0,187.0,121016416,88945249,32071167,13494845,15599774,17682418,18502492,23665720,17897733,14173434,38951598.0,,,,23427713,58637105,83668090,36249912,,36870630.0,28778114.0,30178315.0,16251412.0,7839531.0,15.0,4853219,2958438,1894779,307272,1440703,1056947,762424,546899,738975,1317388,977908,545707,544997,808385,658833,692281,686741,687920,688552,682094,702288,713345,1601.0,15.0,1.0,,,,,,,,,70539,520320,278975,335787,521352,270750,1
476,476,2110879,666,519,147,100,63,106,165,85,87,60,39.0,,,21.0,265,341,420,246,,7.0,34.0,187.0,176.0,262.0,23684651,19514601,4170050,3940790,3002953,4390953,5667660,2512245,2473006,1697044,3171052.0,,,777438.0,7492918,12243243,16489529,7195122,,129573.0,1047058.0,8730087.0,5333865.0,8444068.0,4.0,352835,175425,177409,27038,77715,64233,50390,50563,82894,93883,70130,39329,40568,60762,48163,50817,49782,49711,49694,49270,51546,52015,17.0,11.0,1.0,,,,,,,,,112517,1143789,570869,650543,1048575,468169,4
477,477,2110877,3078,2224,854,360,359,485,504,516,484,370,648.0,63.0,30.0,46.0,773,1518,2018,1052,8.0,822.0,971.0,589.0,364.0,310.0,145453620,103529263,41924357,13635626,15401757,27388901,21454309,25648670,23700910,18223447,35025944.0,5126421.0,2270865.0,1573767.0,29305901,72150722,102052421,42242502,361473.0,36663767.0,44075648.0,21993868.0,16857911.0,24150691.0,12.0,1289883,661989,627894,74251,390088,289513,172938,150718,212376,346298,261341,144682,143587,217946,176031,181572,179055,180445,180591,178683,192109,197427,319.0,15.0,2.0,,,,,,,,,387058,4260623,1838642,2178071,4199798,1934844,5
478,478,2110875,1199,696,503,83,181,198,159,75,260,243,282.0,,14.0,,303,600,1084,39,,25.0,83.0,123.0,394.0,499.0,51790033,30983699,20806334,3214288,8803577,9146194,7035931,2783709,11692319,9114015,13551732.0,,,,11843416,26394885,44098830,2503382,,1012258.0,4008985.0,4075817.0,16928794.0,20576358.0,4.0,366715,171966,194748,48038,73256,70497,52347,40889,81686,129042,80042,33312,30011,44860,49447,51745,50667,51090,50762,50015,54063,58370,16.0,8.0,1.0,,,,,,,,,110333,902657,447892,536223,882712,380226,4
479,479,2110873,5787,3893,1894,872,938,635,756,692,1127,767,1212.0,,51.0,178.0,1586,2760,3943,1663,3.0,1500.0,1290.0,1160.0,1058.0,598.0,309852311,209412041,100440270,44216493,47587997,36711490,47058406,33837655,52842937,47597333,73719898.0,,968468.0,7893493.0,86833059,140437393,219297221,79380012,201987.0,75502902.0,65452835.0,64053162.0,56827193.0,36639157.0,8.0,566018,274209,291809,62159,106128,104936,97353,74118,121326,147972,121430,70507,68249,87968,69895,81007,82306,81265,81317,79510,78333,82280,343.0,11.0,,,,,,,,,,76250,816154,417615,489648,767713,288834,4
480,480,2110872,1592,1091,501,203,186,186,225,291,287,214,439.0,,,5.0,351,797,895,697,,361.0,411.0,246.0,518.0,56.0,64856938,42705444,22151494,6790928,7183452,6483497,9725247,12522320,10562446,11589048,17850207.0,,,170185.0,13428142,33408404,35536377,29320561,,16402476.0,17738888.0,9126169.0,18359520.0,3229885.0,3.0,762756,365742,397016,58543,167296,154671,119768,94602,167877,287301,163402,65318,54701,85086,106949,110795,108301,108126,107824,106355,107762,113594,277.0,2.0,,,,,,,,,,51151,716897,313918,349687,566999,253776,4
481,481,2110871,814,596,218,114,135,139,91,117,141,77,100.0,,,28.0,177,509,475,307,,59.0,120.0,156.0,279.0,169.0,30754561,22599019,8155542,3807579,5256900,6208795,2980040,4345705,5785980,2369562,4601201.0,,,725791.0,6362545,19065024,16178816,13171644,,1738762.0,4876766.0,5170227.0,10430908.0,7133799.0,2.0,827025,406617,420407,53810,215000,172073,111224,102707,172213,211628,163384,91260,95105,145445,120204,114015,111237,113569,113748,113266,127632,133561,159.0,12.0,2.0,,,,,,,,,381033,4598305,1946106,2274531,4423808,2016686,5
482,482,2110869,51745,34102,17643,5860,6603,6720,6345,8574,10324,7319,13894.0,,,248.0,12049,25554,32905,18647,84.0,19726.0,17966.0,7245.0,4653.0,1878.0,2567121616,1719062917,848058699,277677518,354363089,330400062,307674578,448947670,507779729,340278970,670528336.0,,,9928465.0,653222240,1233442575,1673302242,865259459,4716881.0,959308463.0,922692055.0,358550749.0,215206489.0,78087065.0,27.0,3950733,2044875,1905858,188700,1497541,980443,487948,322038,474064,1184254,831800,395661,389286,618032,531700,552565,541333,550639,548104,547452,599388,611252,1026.0,13.0,1.0,,,,,,,,,432713,5021314,2173681,2551913,4848609,2161756,3
483,483,2110868,3949,2943,1006,509,647,481,662,644,666,340,373.0,,,55.0,1599,1922,2683,1266,,637.0,683.0,605.0,1216.0,808.0,191262362,142147016,49115346,27065545,33284637,21993275,30969773,28833786,32277224,16838122,17588402.0,,,4688122.0,70337722,98648116,136581450,54680912,,30288892.0,31994451.0,28182283.0,67562465.0,33234271.0,8.0,548035,273824,274210,51564,142756,105461,73807,71599,102846,144675,112635,61111,61670,89921,78022,78197,77147,77204,76999,76219,80239,82029,232.0,5.0,,,,,,,,,,136896,1308857,533647,637360,1101831,524383,4
484,484,2110867,4146,2738,1408,390,482,570,702,594,766,642,575.0,,,17.0,1645,1909,2663,1483,3.0,791.0,827.0,864.0,972.0,689.0,150537054,99888352,50648702,13538399,17936195,22261001,26526642,19626115,26605235,24043467,24379360.0,,,386132.0,54812229,70959333,100425609,50111445,60480.0,27959824.0,31926359.0,31326403.0,38018896.0,21245092.0,6.0,1174584,578768,595816,91630,322695,233281,151499,149606,225873,320432,242350,128125,127831,194369,161476,165631,162856,164925,164212,162748,173990,180223,202.0,10.0,1.0,,1.0,,,,,,,105737,1016671,410547,466553,743667,300051,4
485,485,2110865,2502,1805,697,300,338,379,422,366,394,303,479.0,,,36.0,842,1145,1823,679,,269.0,215.0,509.0,731.0,778.0,93347360,65259313,28088047,9331564,13557784,11748306,17414102,13207557,17323648,10764399,21914706.0,,,844045.0,28532746,42055863,68950768,24396592,,10510005.0,7654055.0,19123245.0,27547440.0,28512615.0,9.0,2290804,1070825,1219979,358897,327896,297982,334057,377870,594101,653172,466065,234184,242768,369441,325174,323379,319663,325002,323064,319517,334392,345787,336.0,44.0,1.0,1.0,,,,,,,,76569,535954,267364,316417,471965,193863,1
486,486,2110864,1608,1148,460,256,197,213,239,243,274,186,24.0,,39.0,29.0,769,747,1090,506,12.0,218.0,268.0,291.0,514.0,292.0,54090028,38499563,15590465,7241091,6074111,7226655,8483701,9474005,8558044,7032421,987138.0,,589244.0,1977126.0,23597674,26938846,36660555,17205778,244091.0,6021477.0,9891514.0,10335709.0,17944571.0,9428971.0,2.0,1409437,672100,737337,126326,321678,262388,187898,187195,323951,463052,305309,129151,122533,195667,193725,200638,195730,196243,196952,194677,205930,219267,236.0,3.0,,,,,,,,,,15962,196079,75799,88579,147596,73998,4
487,487,2110863,4833,3373,1460,708,614,692,647,712,710,750,1263.0,,,120.0,1245,2205,3495,1324,103.0,917.0,915.0,1275.0,1189.0,420.0,146479308,101709447,44769861,22473021,17662891,19872416,19303378,22397741,22506431,22263430,42271163.0,,,1695126.0,33974215,68538804,109087706,36443167,3919138.0,32072131.0,28213599.0,39193027.0,29927243.0,12205735.0,8.0,874057,397419,476639,150912,122192,114008,130251,138234,218460,284108,178385,82569,77771,125558,125668,126836,124579,123351,123159,122886,124041,129207,319.0,15.0,,,,,,,,,,71567,580946,303081,373383,546345,218935,4
488,488,2110861,11047,7661,3386,1389,1449,1519,1559,1745,1915,1471,2793.0,9.0,27.0,5.0,2410,5803,7544,3418,94.0,3121.0,3349.0,1651.0,1992.0,756.0,451379382,319668409,131710973,56902276,64032405,59965674,65096380,73671674,74917028,56793945,117489611.0,89537.0,429778.0,312963.0,91927681,241129812,314140713,133506830,4141828.0,111913481.0,140251042.0,66895686.0,89303540.0,35141966.0,21.0,2018604,1005393,1013211,203894,465133,397701,281658,273059,397159,616742,409342,205538,200913,302223,283844,285104,283767,284464,284224,284974,294009,302061,1182.0,25.0,1.0,1.0,1.0,,,,,,,104101,744658,314663,379640,625436,276556,1
489,489,2110858,2188,1476,712,341,382,122,361,270,374,338,307.0,,44.0,290.0,646,901,1531,475,7.0,545.0,460.0,105.0,390.0,499.0,118898782,75468949,43429833,15823710,21927606,4309573,20447251,12960809,19695490,23734343,14333599.0,,801835.0,22252550.0,44262317,37248481,85278750,20206755,517961.0,21204090.0,19472635.0,4499603.0,23185011.0,36606205.0,5.0,473582,229186,244397,25003,128687,94481,66388,60114,98908,98648,102425,52273,53999,95717,70520,66861,68023,67509,67404,67982,68527,67277,66.0,7.0,1.0,,,,,,,,,146830,1920049,736809,856193,1592334,715056,4
490,490,2110857,174,131,43,24,18,6,20,63,25,18,6.0,,,6.0,100,62,149,18,,,6.0,18.0,62.0,81.0,6522277,4758664,1763613,884901,977723,191832,544554,2159654,1336633,426980,247525.0,,,297030.0,3422029,2555693,5538366,717822,,,160891.0,501238.0,2042079.0,3551980.0,3.0,1021328,475332,545996,191017,130487,145709,168682,151488,233946,342087,210600,97120,95027,139514,136978,145806,142811,144574,144456,141274,149944,152462,431.0,20.0,1.0,1.0,,,,,,,,51337,448989,240142,303289,425548,156265,4
491,491,2110856,1077,675,402,124,106,143,110,192,224,178,270.0,,,23.0,238,546,674,403,14.0,328.0,327.0,214.0,153.0,41.0,33881499,21761153,12120346,3980828,2853599,5106680,3738329,6081717,6164231,5956115,10815713.0,,,394231.0,5298296,17373259,21191834,12689665,450118.0,10706003.0,8732367.0,7285163.0,5519034.0,1188814.0,2.0,769223,357522,411700,103791,150468,142879,124131,101367,146587,225503,156588,77614,78746,122303,108467,109690,108256,107555,107413,106726,112805,116778,538.0,27.0,1.0,2.0,,,,,,,,105865,721269,348998,421091,621516,256188,4
492,492,2110855,3347,2403,944,399,454,449,495,606,545,399,838.0,13.0,28.0,131.0,868,1469,2754,559,13.0,372.0,757.0,624.0,1101.0,448.0,144286166,97751304,46534862,19641760,17878852,18720107,19306167,22204418,22058590,24476272,39445192.0,1287352.0,564411.0,4735455.0,42154628,56099128,119080703,23102162,313188.0,12826781.0,29351058.0,28469174.0,54098860.0,17123803.0,17.0,967018,476859,490158,68460,238605,186088,144207,129616,200040,231028,191942,109999,116486,186944,130618,135485,134584,134903,134476,134859,144874,147835,429.0,35.0,,,,,,,,,,223865,2341621,932986,1073497,1928729,848496,1
493,493,2110854,4433,2874,1559,503,520,618,552,681,747,812,1170.0,,,,1088,2175,2869,1483,17.0,697.0,1394.0,783.0,1031.0,430.0,194887381,132287340,62600041,23583597,21083167,30427307,22081717,35111552,33650262,28949779,48125152.0,,,,44301444,102460785,121431575,68966399,801373.0,30675581.0,63901290.0,35527349.0,43798776.0,15693604.0,2.0,461480,225418,236061,44781,82627,77514,68952,77821,109785,159602,99177,44603,41579,58481,58037,65920,65065,65699,64773,64536,66626,68862,55.0,5.0,2.0,,,,,,,,,165290,1187002,442474,459909,778968,266863,4
494,494,2110852,3416,2464,952,436,482,485,458,603,657,295,354.0,18.0,252.0,135.0,1054,1603,1587,1577,5.0,1037.0,977.0,556.0,339.0,250.0,165316190,118520457,46795733,18848127,23348945,23484895,22515011,30323479,32466445,14329288,20659625.0,252920.0,6966327.0,2461868.0,46919163,88056287,77425392,72812154,135407.0,50445764.0,51522036.0,27200600.0,13778104.0,7155634.0,4.0,675320,312099,363223,67918,129655,143085,108696,92423,133545,165434,132038,85838,86625,122699,82687,96289,97050,97940,96918,98219,97859,91045,198.0,5.0,2.0,,,,,,,,,125391,2171692,1182946,1408680,2381080,857689,5
495,495,2110850,22010,15062,6948,2321,2767,2997,2879,4098,4064,2884,4036.0,,216.0,806.0,6143,10809,14168,6469,16.0,6371.0,6181.0,3087.0,2975.0,2007.0,1155539827,800493838,355045989,126329962,136166989,175074085,146723800,216199002,212825872,142220117,239606904.0,,6741724.0,40133526.0,291991561,577066112,731383795,309703963,491063.0,308789860.0,317667940.0,169607417.0,144339436.0,100192036.0,19.0,2072493,981714,1090778,192697,456268,437000,290602,252077,443846,612989,436685,214552,207985,328170,272112,293914,291901,293354,292287,294789,303112,303136,969.0,31.0,1.0,1.0,,,,,,,,262411,3580571,1876842,2185101,4211082,1828656,5
496,496,2110849,1103,884,219,155,169,152,205,203,101,118,118.0,,,34.0,474,477,529,574,,,17.0,34.0,542.0,510.0,33353557,27048698,6304859,4616677,5617456,3243468,7260616,6310481,3769392,2535467,2552369.0,,,253547.0,15475526,15072115,19188752,14164805,,,845155.0,1098702.0,13953749.0,17455951.0,3.0,969173,441765,527410,155931,122027,171912,144632,138961,235710,271135,189802,101986,103206,163629,139416,137367,136363,137391,135284,136020,141653,145096,220.0,15.0,1.0,,,,1.0,,,,,90201,2049745,1122740,1342444,2280999,814115,4
497,497,2110848,5288,3567,1721,690,529,680,726,942,932,789,1658.0,,,180.0,860,2590,3606,1216,91.0,1086.0,1216.0,1196.0,737.0,496.0,249215539,173774033,75441506,30681929,42517347,27740984,32302690,40531083,39668353,35773153,74504386.0,,,7700854.0,35155293,131855006,179379689,45470706,4696202.0,47812149.0,53806675.0,69114185.0,25656630.0,23764553.0,4.0,1064815,512183,552632,124662,202421,209418,166311,139921,222082,347432,228795,102272,97497,147093,141727,151887,148579,148902,148605,147500,154502,164842,486.0,10.0,,,,,,,,,,10575,198220,112090,124868,170462,61923,4
498,498,2110846,1635,1092,543,108,173,267,303,241,299,244,175.0,,,,506,954,1178,438,,327.0,482.0,313.0,353.0,140.0,73013849,45596094,27417755,5144733,7760843,9974649,11395753,11320116,16568182,10849573,7234009.0,,,,20647105,45132735,49855076,21914046,,14182550.0,24877023.0,14194982.0,11961639.0,6552928.0,3.0,2641357,1216997,1424360,328228,427693,471098,432468,347537,634334,749038,535476,274035,276826,437517,368464,375951,370659,370418,367793,366400,390743,399393,535.0,34.0,4.0,,,,,,,,,45376,941512,422571,468414,773655,297717,1
499,499,2110844,408,344,64,76,85,22,53,108,53,11,21.0,,,,162,225,297,100,,,55.0,22.0,199.0,122.0,15016863,13479704,1537159,1870390,2246618,451473,4385740,4525483,1300673,236486,569716.0,,,,5202693,9244454,12228666,2573209,,,1420039.0,534353.0,5116469.0,7731014.0,1.0,358799,162362,196437,67207,37062,50080,55639,52296,96514,109304,75994,38112,34074,51005,50310,52416,51784,51409,50926,50549,50465,51249,7.0,2.0,1.0,,,,,,,,,17597,162470,83416,99795,154990,68079,4
500,500,2110842,3908,2922,986,360,626,579,533,824,819,167,633.0,,,,825,2450,2057,1551,26.0,1619.0,1078.0,519.0,313.0,53.0,250677511,187234666,63442845,22716521,39443761,35266445,32524188,57283751,54872457,8570388,45140705.0,,,,49183503,156353303,128272798,98074001,2190876.0,95619421.0,70881168.0,36202062.0,18299476.0,3153796.0,9.0,160384,75352,85032,24022,25485,22973,24264,23560,40080,28727,29971,21755,23939,35260,20732,22945,22953,22911,22861,23541,23571,21603,43.0,11.0,,1.0,,,,,,,,35631,474391,287887,348301,492844,215945,4
501,501,2110840,10734,7513,3221,1206,1608,1509,1482,1708,1912,1309,3236.0,,,24.0,1589,5885,7191,3431,444.0,5920.0,1897.0,1080.0,1010.0,272.0,556528629,408333555,148195074,59936480,94504030,95455549,66220707,92216789,90194195,58000879,182723022.0,,,428718.0,63594944,309781945,394679960,154987589,30836608.0,297292699.0,113216276.0,52780121.0,44769930.0,10771915.0,21.0,736247,341389,394859,101827,279452,91934,80213,72474,110345,221431,154735,83411,76765,104786,95119,106453,109465,108200,107251,106724,99576,98579,165.0,14.0,,,,,,,,,,29021,461415,305294,363340,508808,237035,4
502,502,2110839,15749,14318,1431,2330,2952,2784,3137,3115,1055,376,1854.0,,3596.0,363.0,2882,7054,8938,6402,1280.0,8582.0,1309.0,1211.0,2526.0,431.0,745001945,648242029,96759916,97108795,123995876,136649026,158414413,132073919,73320026,23439890,112975591.0,,39569853.0,8697171.0,121642351,462116979,424009257,275065476,57271355.0,432826528.0,46477425.0,42063186.0,108678870.0,11757371.0,11.0,698479,349950,348528,144701,172649,101035,96893,69895,113306,177622,131856,86587,89389,121028,91997,101395,101850,99624,100294,97453,99262,98602,187.0,7.0,,,1.0,,,,,,,59020,793664,421140,499079,793072,364711,4
503,503,2110837,4039,2962,1077,568,598,549,630,617,633,444,725.0,,,15.0,1246,2053,2559,1436,84.0,1505.0,940.0,624.0,641.0,201.0,121985624,89344594,32641030,17284523,16201420,16964744,19781373,19112534,20317623,12323407,22165625.0,,,324364.0,36835671,62659964,79159203,39950564,2790648.0,46928822.0,25769523.0,18002969.0,19436463.0,6181344.0,6.0,1764056,838238,925819,283637,403307,238456,241533,212737,384387,424907,356071,207404,215098,326620,233955,249544,250175,247951,248267,245392,260289,262439,373.0,31.0,1.0,1.0,,,,,,,,53846,680167,375008,454684,745205,345092,1
504,504,2110836,1549,1234,315,219,256,218,218,323,229,86,277.0,,,15.0,460,797,1035,445,1.0,463.0,258.0,347.0,289.0,123.0,49643382,38588110,11055272,5586594,8913372,7289404,6825691,9973049,7019912,4035360,12375378.0,,,429386.0,12194229,24644389,32955875,14068607,31164.0,16660439.0,8267662.0,9713305.0,8889667.0,3462247.0,6.0,1901724,905854,995870,251113,548054,266924,224615,215405,395612,583829,394913,194705,192977,286526,248774,267879,264391,266029,263451,262300,282408,295266,3057.0,33.0,,,,,,,,,,90948,1518659,830722,910434,1383594,599979,1
505,505,2110835,3752,2346,1406,450,382,504,421,589,703,703,,,,61.0,2170,818,1704,1123,,711.0,1001.0,611.0,367.0,137.0,203403807,123283773,80120034,25796707,21533042,27317468,19958945,28677611,40060017,40060017,,,,2674438.0,113232626,47436726,90403551,57894617,,37408503.0,55933796.0,29602203.0,19469905.0,5883762.0,2.0,209233,96434,112799,26242,53655,35424,28637,24979,40298,39766,42775,26821,27932,41882,30057,29158,30078,29904,29929,30296,30623,29244,285.0,5.0,,,,,,,,,,94222,1440741,748687,839495,1321281,561612,4
506,506,2110834,1442,981,461,186,200,202,215,178,253,208,60.0,,,149.0,602,631,937,431,60.0,409.0,580.0,81.0,133.0,104.0,17640236,12373052,5267184,2433008,2325287,2574158,2522157,2518442,3049618,2217566,468028.0,,,1998410.0,6905286,8268512,11455567,4906875,806050.0,4531709.0,6537548.0,1270364.0,1924119.0,1292651.0,1.0,425647,228102,197545,59660,101335,84899,54354,45393,80005,143968,95467,41265,38620,56317,50012,59496,58546,58739,58529,58738,64068,67532,38.0,5.0,,,,,,,,,,16122,403817,232996,272158,408657,178340,4
507,507,2110832,1493,1050,443,130,203,281,151,285,284,159,712.0,,,,73,708,1452,40,,198.0,327.0,818.0,131.0,18.0,92584868,60648981,31935887,6613234,13765228,16031525,8959575,15279419,21907781,10028106,47626574.0,,,9544.0,2921128,42027622,90488712,2031106,,11090629.0,28273756.0,42524931.0,8415296.0,2215207.0,4.0,930992,516657,414335,55283,379996,188731,99137,88811,119034,212317,187926,119100,120372,171815,119463,131599,132211,132823,133217,134257,134367,132518,377.0,13.0,1.0,1.0,,,,,,,,246567,3048421,1487660,1662467,3033645,1397121,5
508,508,2110831,380,271,109,32,25,58,72,84,71,38,173.0,,,,77,130,255,125,,106.0,68.0,120.0,68.0,18.0,19222700,13556825,5665875,1747811,1393089,2969991,3282790,4163144,3747152,1918723,9754850.0,,,,3195722,6272128,12960493,6262207,,6883034.0,2557673.0,5203800.0,3859324.0,718869.0,1.0,440979,196232,244747,83978,61108,74415,64709,55045,101722,140412,87503,44551,39932,64134,64448,63909,63329,62792,62616,62145,62440,63749,72.0,7.0,,,,,,,,,,29484,403360,171255,203502,322480,136449,4
509,509,2110828,6810,5857,953,1045,1197,1040,1320,1255,649,304,498.0,,2755.0,84.0,1207,2266,4009,2463,,2409.0,1815.0,851.0,1164.0,235.0,252213155,198251131,53962024,32102961,38651321,34688656,48358077,44450116,34676435,19285589,25541560.0,,28749179.0,2987078.0,71246839,123688499,154882104,79224942,,79775767.0,77896200.0,35896186.0,31275998.0,9262896.0,6.0,2662978,1335802,1327175,261814,623400,492358,375701,362982,546724,810257,574684,289797,279142,396568,312529,380870,379329,382694,379047,381202,379674,380162,3010.0,23.0,2.0,1.0,,,,,,,,91732,749329,363033,452823,724704,331052,1
510,510,2110827,3151,1995,1156,364,378,339,418,496,617,539,444.0,26.0,119.0,278.0,870,1414,2319,832,5.0,487.0,501.0,591.0,742.0,825.0,150576650,82399099,68177551,13938496,15835977,18637683,17662455,16324488,50915421,17262130,16759704.0,264986.0,3961544.0,9195021.0,55035556,65359839,129037729,21538921,117081.0,13118880.0,34396812.0,18495333.0,40526131.0,43922413.0,4.0,607294,283834,323460,78398,99966,107265,84226,84732,152708,180772,120249,65087,61881,94242,85064,87012,85583,86071,84982,84702,87645,91296,262.0,14.0,,1.0,,,,,,,,51423,468400,275639,320248,496573,207828,4
511,511,2110826,112,74,38,23,9,6,13,23,19,19,19.0,,,,10,64,83,10,,6.0,19.0,16.0,13.0,38.0,4879569,3160375,1719194,1057718,102257,121430,495307,1383663,859597,859597,1313361.0,,,,313162,2393449,3563012,456960,,178949.0,741362.0,1338926.0,239664.0,1521071.0,1.0,872077,401363,470717,109652,154041,146768,119227,128818,213570,197716,179561,108888,110502,161208,114202,125420,124393,124435,124459,123722,125482,124167,366.0,13.0,,,,,,,,,,90555,1073602,553315,631567,1002390,391685,4
512,512,2110825,2110,1448,662,203,298,267,261,419,381,281,334.0,,,,272,1504,1292,818,10.0,707.0,670.0,402.0,290.0,31.0,61876132,41320198,20555934,5333407,8591406,7722084,7852613,11820688,12691313,7864621,11235919.0,,,,6322815,44317398,38813893,23062239,459715.0,20826855.0,18498867.0,13328567.0,7897722.0,864406.0,3.0,2467861,1123428,1344433,335003,425473,452441,374615,326596,553734,791341,512477,228291,225259,360045,350449,349638,341847,343036,341565,336178,368023,387575,316.0,26.0,,,,,,,,,,66067,731965,368552,438077,680279,295433,1
513,513,2110824,1152,883,269,228,137,196,138,184,149,120,6.0,6.0,710.0,127.0,258,45,590,389,17.0,137.0,178.0,258.0,224.0,166.0,31497574,20648959,10848615,5020024,3337506,3744659,4039416,4507354,7574188,3274427,172036.0,143364.0,16397365.0,2540405.0,10483899,1760505,18435422,8130441,269523.0,2122930.0,3652906.0,5662292.0,5178297.0,9679916.0,2.0,236930,106853,130076,41972,40626,34280,43355,34131,42564,37976,51902,37070,36158,45285,28538,34779,35775,34802,34683,35092,32267,29533,296.0,8.0,,,,,,,,,,92029,1642780,711591,828355,1429830,522585,4
514,514,2110823,2029,1423,606,260,307,253,283,320,322,284,376.0,,,99.0,857,697,1499,506,8.0,188.0,407.0,554.0,513.0,336.0,59380432,41711969,17668463,7111039,8565413,7834779,7903708,10297030,9894952,7773511,12751621.0,,,2542666.0,22113532,21972613,42868954,15263121,298687.0,5375767.0,12374122.0,15997165.0,15602725.0,8483610.0,2.0,581948,272222,309728,60259,110179,105428,97900,81383,126800,151375,115095,70549,73010,98422,73499,83531,84121,83453,83266,82120,81767,83691,472.0,11.0,,,,,,,,,,51134,934610,422907,494403,764888,249212,4
515,515,2110821,6700,4723,1977,847,790,996,942,1148,1130,847,565.0,,,207.0,2484,3444,4140,1807,,622.0,1656.0,1524.0,1580.0,565.0,292740673,210791803,81948870,38587202,33694168,40866223,53936264,43707946,43717355,38231515,35173370.0,,,3688593.0,96646784,157231926,172159436,77816140,,24512206.0,63513433.0,77488684.0,65698360.0,18762894.0,3.0,1019024,472251,546773,125593,169674,185937,165595,146779,225448,330705,216442,100602,95138,136907,139230,146764,144329,144141,144450,141877,144427,153034,595.0,12.0,,,,,,,,,,105788,1844297,823811,981322,1635197,548822,4
516,516,2110820,3102,2106,996,386,390,342,457,531,460,536,184.0,,,131.0,1616,1171,1643,1307,10.0,249.0,603.0,1074.0,705.0,309.0,108546876,73694813,34852063,16805834,15676079,11473107,12860003,16879790,15205743,19646320,14429720.0,,,2831129.0,52166452,39119575,67446612,34605321,191770.0,6079030.0,21812258.0,37017248.0,28584839.0,8366789.0,3.0,654226,323501,330724,130076,112290,110493,95867,89680,115819,197637,139224,68683,63562,94889,90230,93443,92778,91800,91495,90416,94003,100290,3101.0,15.0,1.0,,,,,,,,,24444,470506,220734,276187,373070,149975,4
517,517,2110819,3784,2376,1408,382,492,376,476,650,863,545,832.0,,61.0,195.0,1034,1662,2779,1005,35.0,732.0,1230.0,776.0,751.0,260.0,224306483,138079483,86227000,20007828,28761281,23670948,25053295,40586131,47975940,38251060,57547811.0,,5845475.0,8019385.0,58181706,94712106,177494992,46811491,2054138.0,32429229.0,57190219.0,61643383.0,63466515.0,7522999.0,11.0,613303,279938,333365,54746,99187,108540,97333,104373,149125,162732,125367,69811,69221,103281,82890,87137,85671,85668,86705,85391,88586,94144,510.0,30.0,1.0,1.0,1.0,,,,,,,161293,2089210,852439,982362,1739830,773418,4
518,518,2110817,5627,3957,1670,692,762,678,975,850,908,762,1223.0,,,84.0,1483,2837,3867,1652,38.0,1566.0,1360.0,1222.0,1006.0,326.0,224201182,161392710,62808472,33199160,31414886,26655877,34826139,35296648,34464982,28343490,50597450.0,,,2541037.0,55371199,115691496,154143802,62479534,845562.0,63030054.0,54718696.0,46253886.0,40604260.0,11170878.0,3.0,329366,169694,159672,26611,71389,72313,45435,44338,69280,95926,70099,34486,33345,51587,43924,47774,47212,47676,47196,47125,46226,46160,286.0,10.0,1.0,,,,,,,,,158924,2339941,893876,995659,1925500,684100,4
519,519,2110816,3690,3594,96,480,908,600,720,886,72,24,456.0,,,,1054,2180,1917,552,,384.0,504.0,552.0,696.0,336.0,214373124,212168774,2204350,35077931,46890377,29782698,59517475,40900293,1317818,886532,17107679.0,,,,48807204,148458241,72024769,18401537,,12363533.0,17634807.0,17826489.0,31579723.0,11021754.0,2.0,591643,300906,290736,69052,98370,111689,97145,86235,129150,137753,134366,70348,71295,105502,72380,85082,84640,85768,84886,85002,83719,82548,521.0,8.0,1.0,,,,,,,,,149739,2194097,832321,937983,1855731,661365,4
